"","n_three_level_gender_mimimean","n_three_level_gender_mixedmean","n_three_level_gender_oneonemean","coef_gender_composition_two_eff_sib0mean","coef_gender_composition_two_eff_se_sib0mean","coef_gender_composition_two_eff_t_sib0mean","coef_gender_composition_two_eff_p_sib0mean","coef_gender_composition_two_eff_sib2mean","coef_gender_composition_two_eff_se_sib2mean","coef_gender_composition_two_eff_t_sib2mean","coef_gender_composition_two_eff_p_sib2mean","coef_con_diffxgender_composition_two_eff_sib2mean","coef_con_diffxgender_composition_two_eff_se_sib2mean","coef_con_diffxgender_composition_two_eff_t_sib2mean","coef_con_diffxgender_composition_two_eff_p_sib2mean"
"64",7.483,15.034,7.483,-2.4195370536498,0.795734449801679,-3.16780358433157,0.0421903675602862,-2.53520313737837,0.858416230077697,-3.05210759112101,0.0391396428346161,0.0217775384185935,0.0581033108751409,0.341210708583219,0.435451125461567
"65",29.961,60.078,29.961,-2.4464554291389,0.384535687126425,-6.41966989353413,1.27093505642188e-05,-2.57402375199641,0.403871567451052,-6.41035083721666,1.64162927858839e-06,0.0265995261092257,0.0260250625517118,1.00056269019111,0.349575335738096
"66",127.75,254.5,127.75,-2.43681072885917,0.185172778503325,-13.1847996716903,1.23547909897498e-24,-2.55930428555992,0.194191824724945,-13.1943401249586,2.70146326416308e-26,0.0249975138706994,0.0123755860219755,2.00610442564658,0.169128065950224
"67",7.471,15.058,7.471,-3.04608999534395,1.00201129295702,-3.15013454766521,0.0337006185335477,-3.19822798945764,1.05385460262298,-3.11773886979,0.0314438610210483,0.0307930722648172,0.0595772426506056,0.494087090762703,0.427893247021502
"68",30.033,59.934,30.033,-3.05008991194243,0.479648907600721,-6.40854100293649,7.34711312525563e-06,-3.18566319619245,0.493967817449398,-6.48208023679578,3.32502508393205e-06,0.029915919715323,0.0266834577291052,1.10382754053646,0.336313090131947
"69",127.731,254.538,127.731,-3.05476118781587,0.231417514305978,-13.2235401810477,7.84020724639987e-23,-3.1836570400689,0.237577109629223,-13.4155085276736,5.81977576355036e-24,0.0283359997945933,0.0126504467993053,2.2325288115539,0.133889777947966
"70",7.474,15.052,7.474,-5.43139310908994,2.01222262691043,-2.79904101743609,0.0545405746030435,-5.50758330297318,2.05110818043764,-2.76755390533631,0.0564919279760175,0.0367296992894686,0.0618557197729151,0.58862212330096,0.434061138324341
"71",30.062,59.876,30.062,-5.28681453971042,0.940264551355222,-5.66832302452372,5.53418265019125e-05,-5.38614588795124,0.943102738010231,-5.7491807065492,2.67025034273539e-05,0.0321582153211212,0.027291953314714,1.16884363891009,0.322318677475131
"72",127.78,254.44,127.78,-5.26823217331549,0.449123832308565,-11.7515544659346,1.06963956287225e-18,-5.37908864637341,0.449057368500522,-11.9973431086662,1.97833651244521e-19,0.0326136289975497,0.0129353715578324,2.51662322046926,0.0869941102857975
"73",7.529,14.942,7.529,-4.41683928375191,0.853696447639661,-5.39663952197696,0.00159742233878352,-4.41467722987324,0.885157493597406,-5.19207898078706,0.00185579100246887,-0.00423423438891651,0.0577357054537453,-0.145200278096215,0.436753974240143
"74",30.067,59.866,30.067,-4.45431270735303,0.412464798445629,-10.8939970352413,4.37381909761881e-13,-4.43772420131906,0.421690708553052,-10.6042987929466,3.4962419211983e-13,-0.00536218708014366,0.0263177048521724,-0.252099117520292,0.420488049768757
"75",127.204,255.592,127.204,-4.45998191523298,0.199095726374085,-22.4410758507462,4.53235222631981e-62,-4.44642002800506,0.203078739227631,-21.9285569924693,7.11326061575827e-60,-0.00432835971994086,0.0125067607805154,-0.36740971863105,0.428626817413689
"76",7.441,15.118,7.441,-5.17016430458564,1.14413570067619,-4.70143059933004,0.00348700927903654,-5.1848999595452,1.1811506603968,-4.56195265065589,0.00360713422538546,-0.000797165111159492,0.0612036069184384,-0.0657472919629732,0.457004458406933
