"","condition","ICC_MLM0mean","REMLcriterion_MLM0mean","REMLcriterion_MLM1mean","REMLcriterion_MLM2mean","REMLcriterion_MLM3mean","REMLcriterion_MLM4mean","REMLcriterion_MLM5mean","REMLcriterion_MLM6mean","AIC_sib0mean","AIC_sib1mean","AIC_sib2mean","AIC_sib3mean","BIC_sib0mean","BIC_sib1mean","BIC_sib2mean","BIC_sib3mean","rsquared_sib0mean","adj_rsquared_sib0mean","rsquared_sib1mean","adj_rsquared_sib1mean","rsquared_sib2mean","adj_rsquared_sib2mean","rsquared_sib3mean","adj_rsquared_sib3mean","marg_rsquared_MLM0mean","cond_rsquared_MLM0mean","marg_rsquared_MLM1mean","cond_rsquared_MLM1mean","marg_rsquared_MLM2mean","cond_rsquared_MLM2mean","marg_rsquared_MLM3mean","cond_rsquared_MLM3mean","marg_rsquared_MLM4mean","cond_rsquared_MLM4mean","marg_rsquared_MLM5mean","cond_rsquared_MLM5mean","marg_rsquared_MLM6mean","cond_rsquared_MLM6mean"
"32",32,0.400024925815462,1375.70668688102,974.201812903468,925.396986039778,1013.35724159366,1019.49741767352,986.847353425206,975.470916594599,513.383667707022,507.289619769189,511.69501342488,490.104735553843,530.108618163714,526.802061968663,531.207455624355,515.192161238882,0.57258063617397,0.557713875693065,0.600147039457844,0.58260962890775,0.585460096936751,0.567278522240995,0.66320583232586,0.642156196846226,0,0.400024925815462,0.812981665753122,0.899178271629257,0.843145714848589,0.929052498274702,0.79752908504319,0.848309970173289,0.797824763513638,0.848652194740876,0.823137442208993,0.848806108665473,0.838408295353379,0.870541916259501
"33",33,0.398589758336499,5857.47566719626,4117.28792449926,3891.81681289791,4286.62430986339,4294.30376929,4174.57550316527,4090.71387525255,2163.52260097371,2134.4902223523,2154.9751639255,2054.2188288535,2188.92906532802,2164.13109743233,2184.61603900553,2092.32852538496,0.568529415549776,0.565111826762052,0.593938388331615,0.589909999326968,0.577379222555763,0.573186556112864,0.655468070087673,0.650663839989294,0,0.398589758336499,0.814688450706797,0.899797873106211,0.843990771388796,0.92897942532534,0.799158369644757,0.84937423520743,0.799218198512182,0.849429116774623,0.824292849382874,0.849381440447183,0.839341272838659,0.871499690957917
"34",34,0.791501443783724,379.559316320196,271.204225393402,274.415823752309,255.178354527256,261.001453330609,247.098551159617,255.911502564199,132.143875079791,131.292788041776,132.041225782317,128.357637593392,140.551059369764,141.101169713411,141.849607453952,140.968414028352,0.603130792856058,0.539631719713027,0.637894803253862,0.562456220598417,0.629190449754101,0.551938460119538,0.706630039828169,0.613285052500767,0,0.791501443783724,0.864540835596556,0.965149051719161,0.867453196889954,0.968400768390217,0.928872838424137,0.946979679689804,0.92895568037648,0.947227011945711,0.938450167797157,0.947941400148394,0.9397652456699,0.951341155736272
"35",35,0.796169230199085,1538.55551716571,1083.02608722497,1077.43780529806,1014.28288541558,1021.65847225178,987.644371409271,993.942127318016,515.019056306512,508.976583722015,513.434065511477,491.889167007571,531.744006763204,528.489025921489,532.946507710952,516.97659269261,0.576348362843726,0.561612653725247,0.603635608966776,0.586251205851284,0.588731091736657,0.570692981725107,0.665817407225374,0.644930995176959,0,0.796169230199085,0.870113148519446,0.966182741300695,0.873252180728203,0.969355291114727,0.932225759318506,0.949255523625292,0.932244169186367,0.94930554698719,0.940847890495908,0.949364066722048,0.942363277450803,0.95266605179944
"36",36,0.799520072363932,6547.13036118537,4582.77992114701,4538.97023460021,4289.04316381969,4297.74960933166,4176.20095488211,4162.37117036779,2171.09322979802,2142.09150495139,2162.07670022545,2062.35743983271,2196.49969415233,2171.73238003142,2191.71757530548,2100.46713636418,0.562538709381389,0.559073669455697,0.58830260427028,0.584218304709469,0.571891551177232,0.567644443550022,0.650229213973232,0.645351932096364,0,0.799520072363932,0.871350040526888,0.966517023126241,0.874282901199474,0.969438635901113,0.933011715129468,0.949710302375577,0.933029489444419,0.949719071237531,0.941449246881714,0.949712707285773,0.942914243980739,0.952837862724274
"37",37,0.210939756619927,357.908152276201,255.165622425476,242.21261634941,319.786775998859,323.022151494323,291.758710896359,295.785737237121,142.404346357108,142.813368022167,142.189195725064,140.720456087824,150.811530647081,152.621749693802,151.997577396699,153.331232522783,0.62710139020739,0.567437612640572,0.644170592090155,0.570039465442271,0.655907819189379,0.584221948187166,0.704305370034404,0.610220715045351,0,0.210939756619927,0.797468553740198,0.919886419973673,0.829406053593754,0.952838912087667,0.504419564790895,0.573162976465875,0.509130708792711,0.579962300915106,0.688339296601071,0.688393379861715,0.703168744209256,0.703256386699713
"38",38,0.203845108396813,1446.51466878872,1019.07554903561,951.427682913002,1281.62029998945,1286.43468084143,1170.60932702645,1167.6595834608,563.309821477761,564.036331453906,561.126504514652,552.786830386939,580.034771934454,583.54877365338,580.638946714127,577.874256071978,0.589932721853953,0.575669512179308,0.594220602025205,0.576423260008766,0.605200720541466,0.587884962670477,0.642256041854058,0.619897044469937,0,0.203845108396813,0.799955712542042,0.920635883314509,0.832098757049965,0.952817956370521,0.517542519266986,0.564677034563206,0.518689883549802,0.565987358226231,0.698806636703458,0.698806636703458,0.714807102736869,0.714807102736869
"39",39,0.199295641732244,6155.58842832647,4316.3414284728,4002.9780834658,5433.9185734415,5440.25277070583,4959.95240907954,4916.12958688706,2397.72354916789,2398.04223191854,2384.73528182094,2342.87606156351,2423.1300135222,2427.68310699857,2414.37615690097,2380.98575809498,0.571998275512729,0.568608162843523,0.573431734846566,0.56919990681925,0.584733905564838,0.580614202247029,0.620198047856073,0.614902004698688,0,0.199295641732244,0.800449335110507,0.920138915209098,0.833111301641055,0.95267311070433,0.519512849444734,0.560799003941023,0.519769594268198,0.561018826433685,0.699929768647943,0.699929768647943,0.716232949531411,0.716232949531411
"40",40,0.395434830200816,371.059142910282,276.033798156066,270.459541469818,320.073668725315,323.603251463692,291.87708319675,297.502278766088,144.051239367475,144.638326196275,143.754052722534,142.829766670691,152.458423657448,154.44670786791,153.562434394169,155.44054310565,0.614187125011671,0.552457065013538,0.630271678466898,0.553244944814168,0.64458743731593,0.570543153423415,0.690554041398218,0.592093963661288,0,0.395434830200816,0.722842331865597,0.940432275019033,0.739908814512492,0.957838252702194,0.627267670905438,0.679275467535656,0.630288637658353,0.683465816698917,0.766831231853843,0.766847937254085,0.773947324290107,0.773952536256061
"41",41,0.39312187189452,1498.93326806567,1104.23436936562,1064.96663693102,1282.61313750169,1287.71484512585,1172.42096471983,1173.69155131828,567.648931478627,568.339629495696,565.464794863705,557.183384240589,584.373881935319,587.852071695171,584.97723706318,582.270809925627,0.579770950973856,0.565154288399034,0.584298928751111,0.56606642562616,0.59539557148642,0.577649763218281,0.633111924984377,0.6101814202959,0,0.39312187189452,0.724567551262397,0.940341687038889,0.74186957656954,0.958075660047945,0.634915644370801,0.670783997762235,0.635639248507184,0.671568990626218,0.77127260603683,0.77127260603683,0.780012240126235,0.780012240126235
"42",42,0.400214718712038,6379.16963932101,4680.96151149177,4491.46449024705,5435.25346901637,5441.90419657508,4962.1706075681,4935.2192445521,2404.46097521094,2404.95494312615,2391.5938404626,2349.89043006098,2429.86743956525,2434.59581820618,2421.23471554263,2388.00012659244,0.564290793276745,0.560839631243293,0.565592637236362,0.561283040383548,0.577107025810134,0.572911659002695,0.613117568529191,0.607722793588363,0,0.400214718712038,0.724773438022813,0.940038816116017,0.742451366732096,0.957849327213533,0.638672208099776,0.669057067708538,0.638820591723755,0.669213689431763,0.774153877993466,0.774153877993466,0.782951753718057,0.782951753718057
