"","f_p_sib0","f_p_sib1","f_p_sib2","f_p_sib3","coef_intercept_p_sib0","coef_y_mean_p_sib0","coef_con_mean_p_sib0","coef_con_diff_p_sib0","coef_gender_composition_two_eff_p_sib0","coef_intercept_p_sib1","coef_y_mean_p_sib1","coef_con_mean_p_sib1","coef_con_diff_p_sib1","coef_ev1_p_sib1","coef_ev2_p_sib1","coef_intercept_p_sib2","coef_y_mean_p_sib2","coef_con_mean_p_sib2","coef_con_diff_p_sib2","coef_gender_composition_two_eff_p_sib2","coef_con_diffxgender_composition_two_eff_p_sib2","coef_intercept_p_sib3","coef_y_mean_p_sib3","coef_con_mean_p_sib3","coef_con_diff_p_sib3","coef_ev1_p_sib3","coef_ev2_p_sib3","coef_con_diffxev1_p_sib3","coef_con_diffxev2_p_sib3","coef_fixed_Intercept_p_MLM0","coef_fixed_Intercept_p_MLM1","coef_fixed_con_p_MLM1","coef_fixed_catwtn_p_MLM1","coef_fixed_Intercept_p_MLM2","coef_fixed_con_p_MLM2","coef_fixed_catwtn_p_MLM2","coef_fixed_catwtnxcon_p_MLM2","coef_fixed_Intercept_p_MLM3","coef_fixed_con_p_MLM3","coef_fixed_catbtw_p_MLM3","coef_fixed_Intercept_p_MLM4","coef_fixed_con_p_MLM4","coef_fixed_catbtw_p_MLM4","coef_fixed_conxcatbtw_p_MLM4","coef_fixed_Intercept_p_MLM5","coef_fixed_con_p_MLM5","coef_fixed_ev1_p_MLM5","coef_fixed_ev2_p_MLM5","coef_fixed_Intercept_p_MLM6","coef_fixed_con_p_MLM6","coef_fixed_ev1_p_MLM6","coef_fixed_ev2_p_MLM6","coef_fixed_conxev1_p_MLM6","coef_fixed_conxev2_p_MLM6","condition"
"53",1,1,1,1,1,0.973,0.696,1,1,0.994,0.313,0.244,1,0.634,1,1,0.965,0.693,1,1,0.182,0.95,0.329,0.268,1,0.794,1,0.931,0.852,0.054,0.056,1,1,0.056,1,1,0.94,0,1,1,0,1,1,0.0425219941348974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
"54",1,1,1,1,1,1,1,1,1,1,0.775,0.629,1,0.998,1,1,1,0.999,1,1,0.184,1,0.772,0.633,1,1,1,1,1,0.036,0.045,1,1,0.045,1,1,1,0,1,1,0,1,1,0.0523038605230386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"55",0.847,0.953,0.811,0.994,0.989,0.16,0.058,0.873,0.121,0.991,0.096,0.055,0.764,0.291,0.541,0.981,0.146,0.058,0.819,0.117,0.117,0.714,0.112,0.06,0.951,0.147,0.031,0.856,0.85,0.0282685512367491,0.0392670157068063,1,0.598167539267016,0.037117903930131,1,0.902838427947598,1,0.0321167883211679,1,0.198540145985401,0.0363372093023256,1,0.190406976744186,0.120639534883721,0.0491803278688525,1,0.426229508196721,0.0885245901639344,0.0446859903381642,1,0.491545893719807,0.111111111111111,0.978260869565217,0.984299516908213,55
"56",1,1,1,1,1,0.528,0.08,1,0.416,1,0.212,0.044,1,0.789,0.998,1,0.531,0.087,1,0.604,0.305,1,0.33,0.072,1,0.896,0.274,1,1,0.0475227502527806,0.0356756756756757,1,0.996756756756757,0.0421686746987952,1,1,1,0.030229746070133,1,0.769044740024184,0.0314389359129383,1,0.767835550181379,0.116082224909311,0.109243697478992,1,0.976190476190476,0.378151260504202,0.136600625651721,1,0.995828988529718,0.43274244004171,1,1,56
"57",1,1,1,1,1,0.983,0.163,1,0.951,1,0.634,0.073,1,1,1,1,0.98,0.18,1,0.999,0.715,1,0.838,0.103,1,1,0.988,1,1,0.052,0.0461847389558233,1,1,0.036,1,1,1,0.0413223140495868,1,1,0.0392967942088935,1,1,0.0847983453981386,0.501193317422434,1,1,0.926014319809069,0.545545545545546,1,1,0.975975975975976,1,1,57
"58",0.829,0.937,0.789,0.979,0.978,0.173,0.09,0.857,0.149,0.981,0.106,0.051,0.757,0.26,0.581,0.97,0.167,0.082,0.808,0.157,0.127,0.653,0.119,0.06,0.931,0.154,0.033,0.856,0.842,0.0557244174265451,0.0305164319248826,1,0.616197183098592,0.0432900432900433,1,0.744588744588745,1,0.0282885431400283,1,0.575671852899576,0.0269503546099291,1,0.563120567375887,0.0865248226950355,0.0919540229885057,1,0.592775041050903,0.0492610837438424,0.0878859857482185,1,0.584323040380047,0.0605700712589074,0.901425178147268,0.912114014251782,58
"59",1,1,1,1,1,0.539,0.202,1,0.546,1,0.222,0.064,1,0.758,0.999,1,0.531,0.207,1,0.731,0.297,1,0.325,0.09,1,0.89,0.36,1,1,0.047,0.047569803516029,1,0.995863495346432,0.055,1,0.997,1,0.0440097799511002,1,0.998777506112469,0.0450121654501217,1,0.997566909975669,0.0827250608272506,0.320644216691069,1,0.998535871156662,0.10688140556369,0.337136929460581,1,1,0.102697095435685,1,1,59
"60",1,1,1,1,1,0.985,0.631,1,0.988,1,0.611,0.113,1,0.999,1,1,0.98,0.649,1,1,0.75,1,0.832,0.172,1,1,0.994,1,1,0.036,0.056,1,1,0.052,1,1,1,0.0514933058702369,1,1,0.0525231719876416,1,1,0.0906282183316169,0.894031668696711,1,1,0.316686967113276,0.902,1,1,0.339,1,1,60
"61",0.799,0.914,0.78,0.977,0.978,0.148,0.127,0.846,0.185,0.967,0.083,0.068,0.715,0.164,0.584,0.962,0.154,0.119,0.787,0.204,0.163,0.61,0.085,0.067,0.926,0.145,0.055,0.852,0.83,0.044,0.046,1,0.498,0.0510510510510511,1,0.534534534534535,0.540540540540541,0.0190895741556534,1,1,0.0247813411078717,1,1,0.0524781341107872,0.373942470389171,1,0.952622673434856,0.182741116751269,0.379160636758321,1,0.903039073806078,0.170767004341534,0.431259044862518,0.441389290882779,61
"62",1,1,1,1,1,0.513,0.424,1,0.647,1,0.193,0.145,0.999,0.557,0.999,1,0.505,0.424,1,0.765,0.32,1,0.309,0.222,1,0.892,0.563,1,1,0.054,0.041,1,0.989,0.039,1,0.99,0.984,0.0259579728059332,1,1,0.0259259259259259,1,1,0.0506172839506173,0.976642335766423,1,1,0.658394160583942,0.9644128113879,1,1,0.66073546856465,0.886120996441281,0.896797153024911,62
"63",1,1,1,1,1,0.981,0.96,1,0.999,1,0.607,0.468,1,0.993,1,1,0.979,0.958,1,1,0.799,1,0.836,0.723,1,1,1,1,1,0.051,0.055,1,1,0.056,1,1,1,0.0491803278688525,1,1,0.0471311475409836,1,1,0.0614754098360656,1,1,1,0.997599039615846,1,1,1,0.998978549540347,1,1,63
"64",0.972,0.978,0.97,0.995,0.999,0.489,0.048,0.695,0.822,0.996,0.213,0.059,0.66,0.088,0.479,0.997,0.451,0.053,0.673,0.828,0.101,0.791,0.285,0.09,0.863,0.445,0.089,0.777,0.742,0.0245040840140023,0.0693703308431163,1,1,0.0632530120481928,1,1,1,0.00792393026941363,1,0.79080824088748,0.00638977635782748,1,0.773162939297125,0.10702875399361,0.181818181818182,1,1,0.690909090909091,0.138364779874214,1,1,0.748427672955975,0.968553459119497,0.987421383647799,64
"65",1,1,1,1,1,0.983,0.053,0.999,1,1,0.645,0.104,0.999,0.112,0.994,1,0.984,0.054,0.999,1,0.22,1,0.819,0.136,0.999,0.998,0.356,0.999,0.999,0.0319258496395469,0.045,1,1,0.05,1,1,1,0.00706214689265537,1,1,0.00707213578500707,1,1,0.0933521923620934,0.5,1,1,0.833333333333333,0.857142857142857,1,1,1,1,1,65
"66",1,1,1,1,1,1,0.048,1,1,1,0.994,0.311,1,0.216,1,1,1,0.056,1,1,0.521,1,1,0.352,1,1,0.965,1,1,0.03,0.047,1,1,0.044,1,1,1,0.00574712643678161,1,1,0.00575373993095512,1,1,0.0667433831990794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
"67",0.964,0.964,0.957,0.989,1,0.496,0.087,0.642,0.842,0.986,0.204,0.054,0.606,0.066,0.629,0.999,0.464,0.084,0.602,0.844,0.119,0.698,0.265,0.066,0.857,0.399,0.115,0.771,0.706,0.0346232179226069,0.057,1,1,0.058,1,1,0.998,0.00315955766192733,1,1,0.0046801872074883,1,1,0.0733229329173167,0.420560747663551,1,1,0.14018691588785,0.439153439153439,1,1,0.222222222222222,0.91005291005291,0.894179894179894,67
"68",1,1,1,1,1,0.988,0.326,1,1,1,0.638,0.083,1,0.137,1,1,0.986,0.319,1,1,0.24,1,0.818,0.134,1,0.998,0.687,1,1,0.028028028028028,0.05,1,1,0.051,1,1,1,0.00953678474114441,1,1,0.00682128240109141,1,1,0.0900409276944066,1,1,1,0.6,1,1,1,0.848484848484849,1,1,68
"69",1,1,1,1,1,1,0.882,1,1,1,0.997,0.166,1,0.421,1,1,1,0.883,1,1,0.571,1,1,0.33,1,1,1,1,1,0.042,0.042,1,1,0.047,1,1,1,0.00930232558139535,1,1,0.00931315483119907,1,1,0.080325960419092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
"70",0.927,0.936,0.935,0.978,1,0.49,0.367,0.542,0.756,0.828,0.186,0.137,0.49,0.108,0.784,1,0.447,0.319,0.524,0.75,0.095,0.314,0.248,0.187,0.819,0.405,0.301,0.756,0.637,0.046,0.05,1,0.997,0.054,1,0.998,0.547,0.0048,1,1,0.00483091787439614,1,1,0.0418679549114332,0.97752808988764,1,1,0.595505617977528,0.973509933774834,1,1,0.629139072847682,0.357615894039735,0.271523178807947,70
"71",1,1,1,1,1,0.988,0.933,0.999,1,1,0.637,0.453,0.999,0.273,1,1,0.989,0.923,0.999,1,0.232,0.955,0.82,0.654,1,0.998,0.997,1,1,0.052,0.051,1,1,0.046,1,1,0.984,0.00277777777777778,1,1,0.00276625172890733,1,1,0.0401106500691563,1,1,1,1,1,1,1,1,0.8,0.8,71
"72",1,1,1,1,1,1,1,1,1,1,0.993,0.966,1,0.796,1,1,1,1,1,1,0.678,1,1,0.996,1,1,1,1,1,0.043,0.044,1,1,0.045,1,1,1,0.0122086570477248,1,1,0.0110741971207087,1,1,0.0609080841638981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
"73",1,1,0.999,1,1,0.498,0.129,0.741,0.993,1,0.239,0.136,0.719,0.229,0.53,1,0.462,0.134,0.706,0.991,0.115,0.905,0.247,0.204,0.88,0.464,0.301,0.727,0.761,0.00948991696322657,0.0461847389558233,1,1,0.051,1,1,1,0.00162074554294976,0.977309562398703,0.959481361426256,0,0.975728155339806,0.949838187702265,0.0809061488673139,0.666666666666667,1,1,1,1,1,1,1,1,1,73
"74",1,1,1,1,1,0.969,0.327,0.998,1,1,0.601,0.266,0.999,0.649,0.986,1,0.97,0.329,0.999,1,0.136,1,0.61,0.413,1,0.995,0.679,1,1,0.0192893401015228,0.061,1,1,0.059,1,1,1,0,1,1,0,1,1,0.073394495412844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
"75",1,1,1,1,1,1,0.875,1,1,1,0.983,0.752,1,0.999,1,1,1,0.876,1,1,0.131,1,0.985,0.864,1,1,0.993,1,1,0.017,0.035,1,1,0.035,1,1,1,0.00133333333333333,1,1,0.00132978723404255,1,1,0.086436170212766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
"76",0.999,0.998,0.999,1,1,0.471,0.044,0.666,0.985,0.995,0.203,0.07,0.645,0.211,0.721,1,0.447,0.039,0.638,0.984,0.077,0.784,0.23,0.102,0.842,0.434,0.34,0.705,0.707,0.0243407707910751,0.057,0.999,1,0.049,1,1,0.998,0.00170357751277683,0.996592844974446,1,0,0.991408934707904,1,0.0584192439862543,1,1,1,1,1,1,1,0.714285714285714,1,1,76
"77",1,1,1,1,1,0.97,0.064,1,1,1,0.592,0.075,1,0.651,1,1,0.971,0.061,1,1,0.102,1,0.626,0.132,1,0.977,0.921,0.999,1,0.021,0.047,1,1,0.048,1,1,1,0.00157232704402516,1,1,0.003125,1,1,0.0734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
"78",1,1,1,1,1,1,0.051,1,1,1,0.988,0.074,1,0.996,1,1,1,0.05,1,1,0.112,1,0.988,0.131,1,1,1,1,1,0.018,0.047,1,1,0.047,1,1,1,0.0013262599469496,1,1,0.00133689839572193,1,1,0.0561497326203209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
"79",1,0.997,0.999,1,1,0.436,0.229,0.648,0.882,0.671,0.196,0.138,0.617,0.211,0.84,1,0.414,0.197,0.598,0.872,0.089,0.401,0.217,0.149,0.8,0.338,0.568,0.658,0.646,0.039,0.048,1,1,0.044,1,1,0.593,0.00167224080267559,1,1,0.00169491525423729,1,1,0.0406779661016949,NA,NA,NA,NA,1,1,1,1,0.333333333333333,0,79
"80",1,1,1,1,1,0.986,0.794,0.999,1,1,0.584,0.393,0.998,0.628,1,1,0.985,0.786,0.998,1,0.098,0.879,0.646,0.45,1,0.938,1,1,1,0.054,0.058,1,1,0.059,1,1,0.995,0,1,1,0,1,1,0.0446570972886762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"81",1,1,1,1,1,1,1,1,1,1,0.995,0.901,1,0.997,1,1,1,1,1,1,0.094,1,0.996,0.923,1,1,1,1,1,0.049,0.056,1,1,0.054,1,1,1,0.00130039011703511,1,1,0.00130548302872063,1,1,0.0535248041775457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"82",0.696,0.677,0.711,0.933,1,0.08,0.047,0.766,0.063,0.999,0.067,0.042,0.457,0.107,0.089,0.998,0.074,0.055,0.712,0.062,0.218,0.547,0.068,0.055,0.76,0.104,0.027,0.902,0.822,0.0383275261324042,0.0485133020344288,0.998435054773083,0.309859154929577,0.0378151260504202,1,0.53781512605042,1,0.0486111111111111,0.996527777777778,0.180555555555556,0.0428816466552316,0.998284734133791,0.197255574614065,0.104631217838765,0.0521415270018622,0.998137802607076,0.236499068901304,0.0558659217877095,0.0599520383693046,0.998800959232614,0.282973621103118,0.0455635491606715,0.97841726618705,0.977218225419664,82
"83",1,1,1,1,1,0.135,0.082,1,0.051,1,0.1,0.086,0.982,0.349,0.414,1,0.126,0.078,1,0.103,0.627,1,0.169,0.101,1,0.893,0.472,1,1,0.0314401622718053,0.0332005312084993,1,0.852589641434263,0.0401836969001148,1,0.970149253731343,1,0.0262345679012346,1,0.716049382716049,0.0273972602739726,1,0.722983257229833,0.100456621004566,0.107638888888889,1,0.842013888888889,0.0763888888888889,0.126569037656904,1,0.889121338912134,0.105648535564854,1,1,83
"84",1,1,1,1,1,0.318,0.12,1,0.074,1,0.206,0.154,1,0.931,0.99,1,0.302,0.1,1,0.291,0.992,1,0.388,0.175,1,1,1,1,1,0.05,0.0567066521264995,1,1,0.0402414486921529,1,1,1,0.0403530895334174,1,1,0.0428211586901763,1,1,0.103274559193955,0.400900900900901,1,1,0.333333333333333,0.454,1,1,0.349,1,1,84
"85",0.668,0.652,0.682,0.927,1,0.068,0.047,0.758,0.053,1,0.064,0.041,0.452,0.108,0.091,0.999,0.063,0.041,0.717,0.066,0.224,0.532,0.072,0.041,0.719,0.096,0.033,0.879,0.796,0.0404448938321537,0.0462351387054161,1,0.306472919418758,0.0388471177944862,1,0.422305764411028,0.986215538847118,0.0297520661157025,1,0.466115702479339,0.0314569536423841,1,0.451986754966887,0.0745033112582782,0.104014598540146,1,0.355839416058394,0.0255474452554745,0.0888324873096447,1,0.366751269035533,0.049492385786802,0.868020304568528,0.878172588832487,85
"86",0.999,1,0.999,1,1,0.128,0.07,0.999,0.073,1,0.1,0.061,0.978,0.358,0.487,1,0.118,0.064,1,0.139,0.631,1,0.138,0.057,1,0.884,0.479,1,1,0.037,0.0466666666666667,1,0.814444444444444,0.0526881720430108,1,0.905376344086022,1,0.0254491017964072,1,0.989520958083832,0.0315789473684211,1,0.992481203007519,0.081203007518797,0.242881072026801,1,0.954773869346734,0.0268006700167504,0.266094420600858,1,0.951716738197425,0.0439914163090129,1,1,86
"87",1,1,1,1,1,0.315,0.066,1,0.101,1,0.211,0.049,1,0.93,0.987,1,0.295,0.051,1,0.359,0.989,1,0.385,0.067,1,1,1,1,1,0.043,0.0581162324649299,1,1,0.055,1,1,1,0.041025641025641,1,1,0.0392405063291139,1,1,0.0873417721518987,0.791916167664671,1,1,0.0464071856287425,0.813440320962889,1,1,0.0551654964894684,1,1,87
"88",0.675,0.664,0.698,0.911,1,0.072,0.065,0.766,0.072,1,0.061,0.058,0.477,0.095,0.114,0.999,0.062,0.064,0.72,0.083,0.238,0.471,0.06,0.055,0.722,0.104,0.039,0.864,0.777,0.055,0.0457782299084435,1,0.247202441505595,0.0436548223350254,1,0.268020304568528,0.369543147208122,0.0258620689655172,1,1,0.0355329949238579,1,1,0.0490693739424704,0.283636363636364,1,0.82,0.223636363636364,0.244372990353698,1,0.744372990353698,0.233118971061093,0.27491961414791,0.305466237942122,88
"89",1,1,0.999,1,1,0.119,0.085,0.999,0.088,1,0.085,0.062,0.978,0.277,0.479,1,0.12,0.083,0.999,0.15,0.642,1,0.131,0.093,1,0.867,0.546,1,1,0.056,0.043,1,0.742,0.051,1,0.771,0.922,0.0385802469135802,1,1,0.0387596899224806,1,1,0.062015503875969,0.912521440823328,1,1,0.79073756432247,0.909985935302391,1,1,0.789029535864979,0.718706047819972,0.728551336146273,89
"90",1,1,1,1,1,0.326,0.236,1,0.177,1,0.193,0.137,1,0.845,0.994,1,0.28,0.211,1,0.416,0.991,1,0.361,0.261,1,1,1,1,1,0.047,0.045,1,1,0.042,1,1,1,0.0427672955974843,1,1,0.0452261306532663,1,1,0.0577889447236181,1,1,1,1,1,1,1,1,1,1,90
"91",0.827,0.788,0.823,0.969,1,0.147,0.101,0.597,0.208,0.999,0.101,0.11,0.42,0.052,0.132,1,0.117,0.1,0.562,0.227,0.173,0.592,0.141,0.12,0.704,0.254,0.073,0.857,0.764,0.0321428571428571,0.0468384074941452,0.990632318501171,0.990632318501171,0.04375,1,1,1,0.0143626570915619,0.991023339317774,0.773788150807899,0.00716845878136201,0.983870967741935,0.759856630824373,0.100358422939068,0.154716981132075,1,0.962264150943396,0.192452830188679,0.153347732181425,0.991360691144708,0.971922246220302,0.213822894168467,0.976241900647948,0.989200863930886,91
"92",1,1,1,1,1,0.46,0.256,0.989,0.708,1,0.298,0.323,0.966,0.059,0.618,1,0.393,0.265,0.99,0.792,0.502,0.999,0.495,0.365,1,0.989,0.557,1,1,0.0429009193054137,0.0569684638860631,1,1,0.06,1,1,1,0.0221518987341772,1,1,0.0156494522691706,1,1,0.122065727699531,0.516393442622951,1,1,0.778688524590164,0.583959899749373,1,1,0.87719298245614,1,1,92
"93",1,1,1,1,1,0.931,0.774,1,0.998,1,0.714,0.897,1,0.059,0.999,1,0.918,0.789,1,1,0.952,1,0.973,0.926,1,1,1,1,1,0.043,0.071,1,1,0.056,1,1,1,0.0275862068965517,1,1,0.0303448275862069,1,1,0.102068965517241,1,1,1,1,1,1,1,1,1,1,93
"94",0.776,0.732,0.78,0.936,1,0.139,0.051,0.576,0.228,0.997,0.102,0.058,0.402,0.048,0.159,1,0.108,0.045,0.551,0.244,0.185,0.518,0.108,0.038,0.638,0.189,0.051,0.837,0.701,0.0356052899287894,0.0538617886178862,0.998983739837398,0.974593495934959,0.0461384152457372,1,0.992978936810431,0.992978936810431,0.0141093474426808,1,0.998236331569665,0.0140105078809107,1,0.996497373029772,0.0753064798598949,0.279411764705882,1,0.992647058823529,0.0294117647058824,0.322,0.996,0.984,0.046,0.854,0.88,94
"95",1,1,1,1,1,0.439,0.059,0.994,0.681,1,0.249,0.073,0.942,0.062,0.702,1,0.368,0.053,0.993,0.749,0.524,1,0.428,0.062,1,0.971,0.693,1,1,0.029,0.034,1,1,0.04004004004004,1,1,1,0.024132730015083,1,1,0.0258358662613982,1,1,0.0820668693009119,0.930434782608696,1,1,0.11304347826087,0.939655172413793,1,1,0.15948275862069,1,1,95
"96",1,1,1,1,1,0.95,0.049,1,0.999,1,0.729,0.124,1,0.049,1,1,0.922,0.061,1,1,0.966,1,0.981,0.072,1,1,1,1,1,0.033,0.043,1,1,0.042,1,1,1,0.0220689655172414,1,1,0.0193370165745856,1,1,0.0911602209944751,1,1,1,0,1,1,1,0.463414634146341,1,1,96
"97",0.697,0.659,0.723,0.899,1,0.129,0.092,0.526,0.191,0.978,0.113,0.083,0.379,0.067,0.191,0.999,0.112,0.075,0.504,0.194,0.187,0.299,0.139,0.092,0.6,0.221,0.119,0.819,0.675,0.06,0.049,1,0.923,0.048,1,0.92,0.401,0.014519056261343,1,1,0.0216606498194946,1,1,0.0451263537906137,0.982078853046595,1,1,0.781362007168459,0.942465753424658,0.997260273972603,1,0.673972602739726,0.284931506849315,0.301369863013699,97
"98",1,1,1,1,1,0.419,0.265,0.979,0.606,1,0.252,0.145,0.913,0.078,0.786,1,0.364,0.217,0.977,0.643,0.551,0.978,0.45,0.272,1,0.951,0.948,1,1,0.047,0.048,1,1,0.052,1,1,0.949,0.0142630744849445,1,1,0.0174603174603175,1,1,0.0380952380952381,1,1,1,1,1,1,1,1,0.862068965517241,0.802955665024631,98
"99",1,1,1,1,1,0.944,0.746,1,0.998,1,0.725,0.426,1,0.146,1,1,0.927,0.664,1,0.999,0.973,1,0.979,0.816,1,1,1,1,1,0.051,0.058,1,1,0.056,1,1,1,0.0142450142450142,1,1,0.0155807365439093,1,1,0.0623229461756374,1,1,1,1,1,1,1,1,1,1,99
"100",0.952,0.916,0.935,0.995,1,0.181,0.214,0.454,0.629,0.999,0.145,0.208,0.395,0.112,0.191,1,0.162,0.222,0.44,0.632,0.141,0.723,0.18,0.218,0.602,0.35,0.125,0.777,0.7,0.0145102781136638,0.0542797494780793,0.971816283924843,1,0.07,1,1,1,0.0106194690265487,0.932743362831858,0.911504424778761,0.00723327305605787,0.913200723327306,0.916817359855335,0.0849909584086799,0.166666666666667,0.981481481481482,1,0.592592592592593,0.285714285714286,1,1,0.78021978021978,0.978021978021978,1,100
"101",1,1,1,1,1,0.487,0.72,0.96,0.997,1,0.337,0.708,0.958,0.287,0.76,1,0.413,0.734,0.961,0.998,0.258,1,0.544,0.778,1,0.99,0.686,1,1,0.0174717368961973,0.033,1,1,0.04,1,1,1,0.00869565217391304,1,1,0.00683760683760684,1,1,0.0888888888888889,NA,NA,NA,NA,0.5,1,1,1,1,1,101
"102",1,1,1,1,1,0.952,0.997,1,1,1,0.798,0.999,1,0.769,1,1,0.917,0.998,1,1,0.707,1,0.972,1,1,1,1,1,1,0.029,0.064,1,1,0.052,1,1,1,0.0134529147982063,1,1,0.0134730538922156,1,1,0.0763473053892216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102
"103",0.936,0.901,0.936,0.979,1,0.163,0.08,0.437,0.53,0.996,0.14,0.075,0.401,0.132,0.229,1,0.13,0.079,0.419,0.513,0.159,0.588,0.15,0.064,0.547,0.322,0.12,0.753,0.605,0.0313765182186235,0.056,0.976,1,0.05,0.996,1,0.992,0.00695652173913044,0.986086956521739,1,0.00343053173241852,0.981132075471698,1,0.0823327615780446,0.53448275862069,1,1,0.189655172413793,0.532258064516129,1,1,0.161290322580645,0.870967741935484,0.879032258064516,103
"104",1,1,1,1,1,0.505,0.173,0.934,0.984,1,0.326,0.181,0.916,0.271,0.887,1,0.416,0.196,0.941,0.981,0.282,0.999,0.558,0.151,1,0.984,0.859,1,1,0.023,0.043,1,1,0.045,1,1,1,0.00173310225303293,1,1,0.00517241379310345,1,1,0.0706896551724138,1,1,1,1,1,1,1,0.333333333333333,1,1,104
"105",1,1,1,1,1,0.971,0.496,1,1,1,0.842,0.561,1,0.799,1,1,0.941,0.582,1,1,0.742,1,0.988,0.423,1,1,1,1,1,0.022,0.04,1,1,0.04,1,1,1,0.00577200577200577,1,1,0.00722543352601156,1,1,0.0606936416184971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105
"106",0.876,0.818,0.875,0.954,1,0.155,0.074,0.386,0.312,0.904,0.122,0.07,0.352,0.101,0.272,1,0.121,0.059,0.381,0.272,0.122,0.255,0.134,0.089,0.509,0.245,0.239,0.748,0.576,0.054,0.058,0.989,1,0.0560560560560561,0.990990990990991,0.997997997997998,0.533533533533533,0.00526315789473684,1,1,0.0139372822299652,1,1,0.029616724738676,1,1,1,0.886792452830189,1,1,1,0.886363636363636,0.329545454545455,0.329545454545455,106
"107",1,1,1,1,1,0.542,0.217,0.907,0.871,1,0.324,0.14,0.862,0.306,0.9,1,0.429,0.16,0.924,0.846,0.307,0.886,0.551,0.271,0.999,0.94,0.994,1,1,0.046,0.058,1,1,0.058,1,1,0.98,0.00327332242225859,1,1,0.00162074554294976,1,1,0.0470016207455429,NA,NA,NA,NA,1,1,1,1,1,1,107
"108",1,1,1,1,1,0.98,0.693,1,1,1,0.837,0.414,1,0.844,1,1,0.962,0.539,1,1,0.798,1,0.994,0.809,1,1,1,1,1,0.041,0.046,1,1,0.046,1,1,1,0.0119940029985007,1,1,0.0120481927710843,1,1,0.0632530120481928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108
"109",1,1,1,1,0.532,0.059,0.055,1,0.041,0.501,0.062,0.055,1,0.048,0.063,0.511,0.055,0.057,1,0.031,0.053,0.428,0.06,0.055,0.994,0.052,0.041,0.063,0.065,0.0418604651162791,0.0381526104417671,1,0.0461847389558233,0.0351053159478435,1,0.0461384152457372,0.0621865596790371,0.0391173520561685,1,0.041123370110331,0.0411646586345382,1,0.0431726907630522,0.0602409638554217,0.0401203610832497,1,0.0581745235707121,0.0501504513540622,0.0482412060301508,1,0.0582914572864322,0.0512562814070352,0.0532663316582915,0.057286432160804,109
"110",1,1,1,1,0.993,0.052,0.057,1,0.051,0.993,0.053,0.055,1,0.057,0.031,0.995,0.051,0.057,1,0.044,0.074,0.985,0.053,0.058,1,0.031,0.031,0.054,0.055,0.0457317073170732,0.05,1,0.054,0.049,1,0.054,0.054,0.047,1,0.045,0.047,1,0.046,0.053,0.052,1,0.053,0.056,0.054,1,0.053,0.055,0.066,0.05,110
"111",1,1,1,1,1,0.049,0.055,1,0.052,1,0.049,0.052,1,0.062,0.058,1,0.046,0.051,1,0.049,0.085,1,0.048,0.047,1,0.035,0.043,0.077,0.075,0.041,0.047,1,0.05,0.049,1,0.049,0.07,0.046,1,0.047,0.045,1,0.049,0.045,0.053,1,0.044,0.05,0.051,1,0.044,0.052,0.048,0.064,111
"112",1,1,1,0.999,0.542,0.045,0.04,1,0.055,0.525,0.044,0.046,1,0.057,0.05,0.51,0.049,0.046,0.999,0.03,0.065,0.413,0.049,0.047,0.993,0.038,0.027,0.05,0.046,0.0556117290192113,0.0502008032128514,1,0.0602409638554217,0.0471414242728185,1,0.0641925777331996,0.0561685055165497,0.0471414242728185,1,0.0401203610832497,0.0420841683366733,1,0.0460921843687375,0.0561122244488978,0.0431293881644935,1,0.0561685055165497,0.0581745235707121,0.0451807228915663,1,0.0552208835341365,0.0532128514056225,0.0391566265060241,0.0522088353413655,112
"113",1,1,1,1,0.995,0.06,0.049,1,0.042,0.994,0.065,0.05,1,0.059,0.054,0.996,0.06,0.049,1,0.035,0.067,0.981,0.067,0.05,1,0.04,0.037,0.08,0.065,0.052,0.05,1,0.057,0.051,1,0.053,0.057,0.048,1,0.052,0.05,1,0.053,0.052,0.053,1,0.049,0.043,0.053,1,0.048,0.041,0.059,0.051,113
"114",1,1,1,1,1,0.044,0.048,1,0.054,1,0.044,0.05,1,0.049,0.056,1,0.044,0.048,1,0.039,0.074,1,0.046,0.052,1,0.04,0.046,0.065,0.065,0.058,0.056,1,0.062,0.056,1,0.06,0.052,0.056,1,0.058,0.057,1,0.056,0.048,0.054,1,0.05,0.047,0.051,1,0.047,0.049,0.057,0.05,114
